gene_name	C1	C2	C3	M1	M2	M3	FatBodyHet_1	FatBodyHet_2	FatBodyHet_3	FatBodyMut_1	FatBodyMut_2	FatBodyMut_3
CstF64	155	140	149	159	235	192	124	154	117	99	118	179
Cpsf73	228	242	210	269	466	331	269	243	245	235	292	337
Gos28	197	191	208	186	352	205	114	98	129	124	136	177
CG31231	1	1	0	3	1	0	4	0	1	1	0	0
CG31229	291	370	327	403	528	363	498	493	366	478	510	620
asRNA:CR45028	2	2	3	3	0	0	0	0	0	0	0	0
CG7702	364	322	315	406	599	321	0	3	20	31	1	16
CG31230	1	3	0	0	0	5	0	0	0	0	0	0
dind	319	347	358	394	633	429	423	428	445	359	403	479
CG7706	109	153	132	99	220	157	106	98	82	112	135	118
CG46318	0	0	0	0	0	0	0	0	0	0	0	0
ChT	42	37	35	47	61	56	0	0	0	0	4	0
Muc91C	94	201	38	2	0	0	0	0	1	0	0	0
CG14300	811	1218	1252	2029	2434	1461	7	0	0	0	0	0
CG34282	1920	2869	2475	4030	5482	3017	8	1	0	0	0	0
lncRNA:CR45996	0	0	0	0	0	0	0	0	0	0	0	0
VAChT	77	119	79	63	147	111	0	0	0	0	0	0
ChAT	62	102	81	79	108	108	0	1	0	0	3	1
lncRNA:CR46265	0	0	0	0	0	0	0	0	0	0	0	0
CG34283	1	1	0	2	1	1	0	0	0	0	0	0
CG7714	2782	3617	2724	5108	6468	4252	0	0	0	0	0	0
CG7715	1607	2227	1650	3053	4224	2594	0	1	0	0	0	0
CG14302	1422	1733	1204	1695	2118	1046	0	2	1	0	7	1
Mekk1	520	558	540	419	835	518	324	415	390	384	468	419
CG7718	383	434	413	446	704	506	815	873	595	683	883	1116
gwl	22	31	32	19	37	27	0	7	9	11	3	4
Epg5	466	525	501	370	798	545	490	382	648	476	531	578
CG7720	258	221	210	488	606	375	61	114	35	845	810	733
Octalpha2R	34	47	43	36	58	31	0	1	0	1	5	3
lncRNA:CR45633	0	0	0	0	0	0	0	0	0	0	0	0
CG31226	0	0	0	1	0	1	0	0	0	0	0	0
CG14298	46	34	37	35	66	45	1	0	1	0	2	0
CG14297	0	0	0	0	1	0	2	0	0	0	0	0
Rh2	0	1	2	0	0	0	2	0	0	0	0	0
CG14294	0	0	0	0	0	0	0	0	0	0	0	0
CG34284	169	257	259	368	527	345	0	0	0	2	0	0
CG14292	1438	1548	1494	2648	3232	2108	3	15	4	2	11	3
EndoA	548	586	627	388	770	527	128	152	158	202	195	235
CG14291	375	398	416	303	466	318	300	387	392	171	178	226
Xrp1	7319	6999	6254	6365	12064	7959	6640	7131	7032	8766	10220	9894
Mpc1	1921	2068	1912	2003	2985	1837	4461	4545	3317	3157	3202	3919
CG42613	90	184	111	151	226	153	2	8	2	6	2	1
CG43732	0	0	0	0	0	0	0	0	0	0	0	0
euc	6	4	6	12	7	1	1	0	1	5	2	4
Smu1	138	192	198	218	371	204	216	211	166	225	289	273
dnk	613	571	565	569	883	672	557	574	420	468	711	590
snRNP-U1-C	229	236	206	279	345	251	213	226	179	225	282	298
gukh	213	248	230	222	382	229	72	93	88	123	100	136
CG6005	53	60	52	56	124	75	20	29	19	27	23	16
CG14286	154	182	182	177	279	182	269	256	213	164	238	265
CG14285	320	266	366	389	624	412	2	4	10	3	5	17
GatA	243	266	228	298	464	312	366	342	265	367	338	386
NP15.6	1535	1568	1467	2171	3002	1914	1947	2010	1380	1815	2343	2405
P5cr	405	359	408	406	629	427	738	774	559	470	582	730
Prp18	97	108	91	79	156	97	99	88	56	69	131	137
CG6013	191	195	192	132	291	220	111	121	130	113	137	177
CG6026	1155	1201	1236	95	151	87	9	0	40	0	8	1
cdi	577	508	523	406	1004	540	100	87	114	166	155	156
lncRNA:CR46041	1	0	0	0	0	0	0	0	0	0	0	0
mRpL55	438	392	382	422	717	463	616	647	447	626	759	879
ATPsynD	6019	5825	5473	7899	11403	7293	7322	7714	5604	6628	7811	8264
CG6040	696	828	831	410	729	497	50	18	115	16	16	11
Cyp12a5	182	226	234	396	537	371	64	49	55	99	100	63
Cyp12a4	2626	2464	2569	2489	3288	2172	1655	1649	1667	1391	1530	1214
Ppcs	481	569	471	398	753	486	349	363	283	266	243	316
CG5835	279	251	288	402	626	344	116	168	87	185	172	166
asRNA:CR44107	2	0	0	0	2	0	0	0	0	0	0	1
CG11779	1053	1149	1047	1124	1818	1379	1646	1815	1362	1625	2081	2340
nos	9	8	17	18	36	9	0	9	71	50	0	5
Nsun5	200	191	166	250	381	287	300	340	213	281	346	423
CG42359	139	150	142	158	242	175	135	119	67	81	146	110
sqz	95	101	90	95	164	103	15	17	24	35	13	20
CG14282	3	1	3	1	0	0	0	0	0	0	0	0
CG5555	207	216	240	215	385	251	149	137	143	160	230	237
CG31475	217	218	162	34	128	81	0	1	3	0	0	0
lncRNA:CR46039	0	0	0	1	1	4	0	0	0	0	0	0
cry	0	1	2	2	0	0	0	0	0	0	0	0
lncRNA:CR46393	0	0	0	0	0	0	0	0	0	0	0	0
vib	1478	1546	1452	1475	2435	1592	1064	1038	908	967	1046	1261
CG11703	0	0	0	0	0	0	0	0	0	0	0	0
CG5250	0	0	0	0	0	0	0	0	0	0	0	0
Gdn1	129	88	102	103	161	119	67	77	98	84	103	111
unc79	87	139	93	108	194	146	0	0	0	2	2	0
CG5217	0	0	0	0	0	0	0	0	0	0	0	0
CG14280	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44173	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR43451	0	0	0	0	0	0	0	0	0	0	0	0
CG44174	0	0	0	0	0	0	0	0	0	0	0	0
Dl	116	161	124	69	203	106	0	1	5	3	0	0
lncRNA:CR44175	0	0	0	0	0	0	0	0	0	0	0	0
hpRNA:CR46343	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR43258	0	0	0	0	0	0	0	0	0	0	0	0
CG43203	0	0	0	0	0	0	0	0	0	0	0	0
Ino80	315	319	371	228	563	377	266	257	369	329	386	390
CG3581	4	0	0	1	0	1	0	0	0	0	0	0
CG31404	1	0	0	0	0	0	0	0	0	0	0	0
CG31245	0	0	0	0	0	0	0	0	0	0	0	0
CR34285	0	0	0	0	0	0	0	0	0	0	0	0
CG3734	1269	1005	1311	1311	2073	1151	0	0	0	0	0	0
CG18493	2284	1972	2181	2228	3318	1958	0	0	0	0	0	0
CG3739	0	1	0	0	0	0	0	0	0	0	0	0
CG31244	0	0	0	0	1	0	0	0	0	0	0	0
CG5316	292	296	358	280	616	378	356	357	369	532	540	512
CG11626	2	1	3	0	6	3	2	0	3	0	0	4
CG31221	194	283	162	165	303	329	0	1	0	7	6	0
CG3517	0	0	0	0	0	0	0	0	0	0	0	0
Dys	1223	1261	1213	668	2228	1414	537	381	721	413	334	363
Scsalpha2	0	0	2	0	2	1	0	0	0	0	0	0
CG15025	0	0	0	0	0	0	0	0	0	0	0	0
snoRNA:Me18S-A1374	0	0	0	0	0	0	0	0	0	0	0	0
Cpr92A	0	0	0	1	0	0	0	0	0	0	0	0
CG7333	2	1	0	0	0	1	0	0	0	0	0	0
CG7342	1	5	2	0	2	3	0	0	13	0	0	0
CG17751	222	178	194	162	343	185	0	0	0	0	0	0
CG17752	865	792	805	891	1340	1121	0	1	0	0	0	0
CG16727	654	548	509	407	567	492	0	4	0	0	0	0
CG6231	960	844	803	496	997	744	41	176	40	57	30	55
mir-9373	0	0	0	0	0	0	0	0	0	0	0	0
subdued	860	834	785	597	1394	1014	1181	1045	1206	1363	1417	1481
CG34138	0	0	0	0	0	0	0	0	0	0	0	0
Vha13	6940	6591	6432	7394	12241	7821	804	836	775	1047	1293	1384
Nup58	167	197	156	173	298	215	193	200	151	128	180	245
CG6195	566	573	551	681	1076	700	852	763	688	768	927	973
CG31220	3	1	6	1	3	5	0	1	0	0	3	6
CG31219	0	1	3	0	0	1	0	0	0	2	0	0
CG6184	26	40	36	39	57	31	0	4	2	2	5	1
ort	0	0	0	0	0	0	0	0	0	0	0	0
CG7432	199	170	97	2	7	11	0	0	3	0	0	0
Naam	95	80	98	96	165	133	117	116	103	69	123	118
tRNA:Val-CAC-2-5	0	0	0	0	0	0	0	0	0	0	0	0
CG34286	0	0	0	0	0	0	0	0	0	0	0	0
GluClalpha	71	105	95	51	119	97	2	0	0	0	9	4
lncRNA:CR43488	0	0	0	0	0	0	0	0	0	0	0	0
CG6300	124	152	122	82	121	26	0	0	0	0	0	2
CG11659	269	295	320	224	302	143	0	0	0	0	0	0
CG11391	0	0	0	0	1	0	0	0	0	0	0	0
CG11407	5	2	4	4	10	2	0	0	0	0	0	0
CG11453	329	308	370	362	609	335	0	0	1	1	0	0
tRNA:Val-CAC-2-6	0	0	0	0	0	0	0	0	0	0	0	0
tRNA:Ala-AGC-2-11	0	0	0	0	0	0	0	0	0	0	0	0
bnl	162	178	156	166	342	258	170	146	189	384	394	604
tRNA:Thr-AGT-1-7	0	0	0	0	0	0	0	0	0	0	0	0
CG31459	0	0	0	0	0	0	0	0	0	0	0	0
CG4662	301	240	261	343	589	405	72	149	81	154	139	181
Ire1	487	501	527	464	934	582	631	636	645	1139	893	1306
CG11447	99	74	106	93	164	103	98	93	80	103	96	125
CG4572	945	930	1010	993	1572	1016	1228	1204	1366	713	661	738
CG4686	216	211	190	240	394	230	210	224	206	203	266	285
CG4562	1292	1321	1320	1302	2436	1532	0	1	4	6	0	0
CG17186	25	39	41	45	56	57	16	23	16	13	22	18
Arc42	565	720	640	977	1506	1002	1774	1617	1496	1111	1555	1608
Ask1	536	459	456	463	967	615	355	366	387	456	472	571
ninaE	1	0	0	1	3	1	1	0	0	3	0	0
CG4733	244	229	227	242	447	334	19	18	26	1	9	4
CG4538	1110	1094	1127	1003	1845	1228	1481	1367	1236	1383	1390	1673
Surf6	349	467	365	330	686	546	636	624	566	485	663	704
RhoGAP92B	493	482	394	370	746	554	239	251	280	217	235	366
lncRNA:CR45047	0	0	0	1	1	1	0	0	0	0	0	0
lncRNA:CR45048	5	4	0	6	1	2	0	0	0	0	0	1
Xport-B	0	0	0	0	0	0	0	0	0	0	0	0
Xport-A	0	0	0	0	0	0	0	0	0	0	0	0
CG4465	129	82	93	74	197	117	0	0	0	0	0	0
CG4770	3	1	1	0	1	0	0	0	0	0	0	0
lncRNA:CR43282	1	0	0	0	0	0	0	0	1	0	0	0
hpRNA:1	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR46040	0	0	0	0	0	0	0	0	0	0	0	0
CG4462	185	164	212	145	351	195	0	1	5	0	0	4
CG4459	51	29	38	59	107	64	3	1	0	2	2	2
Hs6st	309	328	278	251	498	304	479	415	496	546	601	417
mira	57	74	43	67	131	84	2	3	0	4	0	8
CG46042	0	0	0	0	0	0	0	0	0	0	0	0
CG4783	7	11	5	12	8	2	0	0	0	0	0	0
CG31213	0	0	0	0	0	0	0	0	0	0	0	0
MED25	90	113	108	122	184	99	66	87	81	60	68	103
CG17190	9	11	16	20	36	25	4	2	0	0	4	0
CG4836	1	4	2	0	3	3	0	0	0	5	0	3
PIG-L	289	308	294	258	568	292	179	219	192	169	258	272
psidin	684	740	719	647	1273	863	1123	1141	1117	870	1235	1235
CG4424	29	33	26	27	48	31	16	16	29	17	28	24
CG4854	31	22	28	22	40	32	22	23	18	12	22	27
trem	56	70	57	67	90	53	49	59	53	35	53	66
CG4936	172	213	183	194	301	230	185	178	178	142	191	227
CG10889	39	44	44	44	101	55	18	20	30	30	44	43
CG17193	32	32	32	33	57	46	0	1	0	0	0	0
Indy-2	0	0	0	0	0	0	0	0	0	0	0	0
CG33934	0	0	0	0	0	0	0	0	0	0	0	0
CG4390	1123	1070	1009	1283	1717	1183	1550	1599	1283	1117	1308	1448
mdlc	111	131	120	93	188	112	85	110	98	72	75	121
Rh3	0	0	0	0	0	0	0	0	0	0	0	0
CG31206	0	0	0	0	0	0	0	0	0	0	0	0
CG10887	8	1	3	2	11	6	0	0	10	0	0	0
Gr92a	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR42836	0	0	0	0	0	0	0	0	0	0	0	0
CG5023	2343	1815	2497	1971	3041	2199	3	5	23	9	1	6
Nlg4	17	42	23	22	39	45	0	0	0	0	3	0
CG17199	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR46043	0	0	0	0	0	0	0	0	0	0	0	0
cic	717	749	677	405	1294	831	705	610	659	778	643	671
CG4367	687	844	668	1056	1128	882	0	0	0	0	0	0
CG4362	3184	2357	3219	3763	4367	2315	0	83	107	1	0	0
CG42668	630	664	599	590	1173	823	363	390	302	544	483	501
CG4360	663	770	627	579	1187	836	1037	1111	884	808	957	987
asRNA:CR45800	0	0	3	0	0	0	0	0	0	6	3	0
Sirt2	193	219	203	268	404	297	198	170	164	269	289	310
Ir92a	0	2	1	0	1	0	0	0	0	0	0	0
lncRNA:CR45023	3	0	0	0	0	0	0	0	0	0	0	0
MtnC	36	27	33	37	74	44	0	0	0	0	0	0
Gfrl	46	73	34	28	66	59	13	8	9	10	11	13
CG4335	604	838	758	559	896	575	2452	2052	2120	1063	1947	1680
eIF3g2	1	1	0	0	2	2	1	2	0	4	2	8
lncRNA:CR44400	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44401	0	0	0	0	1	0	0	0	0	0	0	0
Dic2	0	0	0	0	0	0	0	0	0	0	0	0
MtnB	476	327	422	478	550	297	0	0	0	0	0	1
Or92a	0	0	0	0	1	0	0	0	0	0	0	0
MFS9	355	397	268	456	565	395	0	0	0	2	0	1
MtnE	467	382	846	963	1167	672	1	1	0	0	0	0
MtnD	347	326	639	596	840	441	2	1	6	3	0	0
Stat92E	1832	1881	1781	1274	2600	1671	1761	1996	2267	1187	1408	806
DPCoAC	189	140	120	141	213	146	188	187	142	80	99	78
att-ORFB	0	0	0	0	0	0	0	0	0	0	0	0
CG5180	96	90	58	72	172	86	88	66	36	69	79	77
CG15922	90	99	100	134	193	129	115	128	108	88	112	119
CG5191	89	103	96	179	303	218	18	17	19	19	9	13
CG10877	937	987	998	1639	2106	1469	6	35	15	14	4	29
snoRNA:Psi18S-301	6	0	3	7	9	4	1	1	3	3	8	2
TFAM	687	733	620	726	1261	891	966	1041	620	864	911	1288
CG5412	238	317	268	267	465	295	387	378	301	302	350	384
EloB	966	1046	972	1010	1777	1116	1562	1590	996	1616	1739	1980
Srp14	433	412	408	487	760	483	344	331	323	332	517	505
CG34008	14	6	6	3	8	12	1	2	1	1	0	3
CG16953	348	301	383	335	633	409	145	127	190	222	193	283
Sep2	542	494	579	427	748	507	125	124	212	147	122	160
asRNA:CR46044	0	0	3	0	1	0	1	0	0	0	0	0
Srp72	1163	1167	1155	1259	1926	1264	1363	1143	984	1160	1238	1357
Pus1	273	352	317	305	544	369	896	964	531	461	604	608
bon	355	424	391	257	657	445	155	158	149	275	204	222
tRNA:Leu-TAA-1-1	0	0	0	0	0	0	0	0	0	0	0	0
CG15923	0	2	1	4	6	6	0	0	0	0	0	0
CG5466	11	6	11	17	16	19	0	0	4	0	0	0
H	214	310	255	176	432	281	179	159	216	157	152	203
Pi3K92E	619	711	558	481	1014	716	617	632	562	641	618	667
Lrrk	153	180	135	98	260	165	96	78	81	84	95	87
GluRIIE	133	138	142	174	340	217	0	0	0	0	0	0
GluRIID	223	183	228	211	397	317	0	0	0	0	0	0
Nep4	47	61	51	36	68	49	0	0	3	3	0	0
Cpr92F	0	0	0	0	1	0	0	0	0	0	0	0
CG4000	0	0	0	0	0	0	0	0	0	0	0	0
asRNA:CR45024	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR43452	0	0	0	0	0	0	0	0	0	0	0	0
Oamb	16	26	19	17	32	23	0	0	0	0	0	0
CG31205	0	0	0	0	0	0	0	0	0	0	0	0
CR42786	0	0	0	0	0	0	0	0	0	0	0	0
Cdk2	177	208	200	164	328	200	157	199	134	184	188	158
mir-995	0	0	0	0	0	0	0	0	0	0	0	0
CG17267	462	323	580	133	127	86	0	0	1	0	0	0
CG42322	51	65	52	45	85	61	0	0	0	0	0	0
CG31199	0	0	0	0	0	0	0	0	0	0	0	0
CG31200	0	0	0	0	1	1	0	0	0	0	0	0
Prosalpha4T1	0	0	0	0	0	0	0	0	0	0	0	0
Syp	802	1208	1167	381	1232	521	908	934	1786	89	161	305
CG31195	573	592	605	537	1093	707	99	87	136	83	56	78
Takl1	6	8	10	7	6	2	0	0	0	0	0	0
Fancd2	56	75	63	47	87	75	6	11	20	23	4	23
CG17270	34	51	42	52	116	68	39	34	56	65	77	111
CG17271	1446	1712	1616	1801	2666	1631	1918	1969	2028	1460	1560	1706
RpS20	10936	11040	11161	15211	19663	14221	14693	15912	13392	13057	14915	16189
snoRNA:Psi18S-1295	1	5	3	3	8	9	2	3	3	1	1	0
snoRNA:Psi28S-2562	4	3	9	3	7	9	5	2	1	8	0	7
CG17272	419	447	457	435	653	391	182	145	203	142	181	223
AdSS	3663	3530	3493	4663	6937	4753	4388	4813	3275	6336	9228	8237
asRNA:CR44047	5	0	5	9	11	7	1	1	1	3	1	3
CG31223	121	119	142	132	179	134	130	131	133	90	138	181
Synd	997	1042	1096	999	1779	1219	420	462	476	551	555	614
CG15695	83	115	120	94	163	90	10	8	33	6	2	9
CG15696	1	1	0	0	0	0	0	0	0	0	0	0
RpS30	13307	12841	12953	15628	22559	15678	17349	18196	14512	16379	18931	19735
Ir93a	0	0	2	0	1	2	0	0	0	0	0	0
mir-1011	0	0	0	0	0	0	0	0	0	0	0	0
KaiR1D	36	59	46	38	75	85	0	0	0	2	0	0
TotA	29	43	18	7	21	5	46	18	164	15	18	25
TotC	0	3	0	0	1	0	0	0	2	0	0	1
TotB	0	0	0	0	0	0	0	0	4	0	0	0
TotZ	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44048	0	0	0	0	0	0	0	0	0	0	0	0
tRNA:Thr-CGT-1-1	0	0	0	0	0	0	0	0	0	0	0	0
tRNA:Thr-CGT-1-2	0	0	0	0	0	0	0	0	0	0	0	0
tRNA:Thr-CGT-1-3	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44947	0	1	0	1	0	0	0	0	0	0	0	0
Ktl	218	260	219	142	313	212	0	0	0	0	0	0
Grik	0	0	0	1	1	0	0	0	0	0	0	0
TotX	0	0	0	0	0	0	0	0	0	0	0	0
CG31191	26	32	31	24	26	37	0	0	0	0	0	0
asRNA:CR44106	0	0	0	0	0	0	0	0	0	0	0	0
snoRNA:CG31191-a	0	0	0	0	0	0	0	0	1	0	0	0
hdly	524	506	560	548	897	601	6	19	37	39	11	32
Atpalpha	8407	9370	8222	7763	15995	10142	2243	2156	1948	1682	1672	2255
Calx	835	754	861	703	1738	952	1	4	2	0	0	0
CG43446	5	18	9	8	14	8	0	1	0	0	0	0
Alp5	1988	1155	1534	1860	2613	1656	0	0	0	0	0	0
CG5697	155	152	106	223	382	231	0	0	0	0	0	0
Rlip	169	177	139	140	260	130	28	33	64	43	28	48
CG17278	415	508	370	391	677	531	610	770	599	859	768	700
Dhc93AB	7	0	8	3	8	10	0	0	0	0	3	1
CG12278	0	0	0	0	0	0	0	0	0	0	0	0
CG31189	0	0	0	0	0	0	0	0	0	0	0	0
CG31207	0	0	0	0	0	0	0	0	0	0	0	0
CG7079	0	0	0	3	1	1	0	0	0	0	0	0
CG17279	0	2	0	0	0	0	0	0	0	0	0	0
Mvl	672	649	778	619	1133	688	516	539	648	786	860	734
Cortactin	657	688	668	566	1078	664	197	153	185	256	228	294
AnxB9	3880	3928	3963	4191	6312	4392	926	930	789	1105	1274	1427
r-l	846	877	777	1534	2690	1721	1819	2012	1025	7118	7235	8952
dmrt93B	0	0	2	0	0	0	0	0	0	0	0	0
HHEX	26	36	41	42	71	47	0	0	0	0	1	0
RhoGAP93B	265	280	290	205	459	328	115	154	177	110	110	140
lncRNA:CR44178	5	0	1	0	1	1	4	3	0	0	0	2
CG7044	258	271	284	372	607	418	386	354	346	525	1036	897
asRNA:CR46045	2	0	0	0	2	0	1	0	0	2	5	1
CG5745	286	246	284	265	489	354	264	246	215	301	266	392
Sec15	179	186	203	129	253	176	81	101	92	78	125	131
rtet	210	256	278	133	189	115	26	46	31	6	3	6
Rab11	2914	2988	2990	2854	4682	3004	1821	1821	1813	1689	2133	2448
ppan	260	317	251	291	489	403	544	558	410	322	465	537
Bdbt	190	220	199	227	344	213	185	176	169	148	193	233
slmb	763	869	792	642	1187	785	656	676	756	604	632	846
CG5793	930	1377	1239	544	630	497	3083	2489	3511	364	453	492
Obp93a	1	0	2	3	0	0	0	0	0	0	0	0
Ice2	59	61	65	60	117	83	48	79	78	49	68	72
CG7009	181	140	141	139	255	188	162	196	171	148	146	198
Usp8	291	294	280	236	512	318	206	148	184	148	215	201
meigo	754	903	909	856	1456	773	800	954	784	954	1344	1116
SNF4Agamma	978	1005	942	1044	1868	1235	491	590	452	423	557	701
cDIP	124	95	106	85	143	78	299	354	204	70	173	219
CG5810	15	6	20	29	24	70	0	3	1	0	0	0
Snmp1	0	0	0	0	0	0	0	0	0	0	0	0
CG5862	464	475	418	403	820	459	420	414	410	368	438	397
CR43975	3	6	1	3	14	1	3	0	1	1	1	0
Smyd5	232	234	219	254	442	364	342	364	264	291	395	372
Oga	453	458	491	425	828	543	387	342	354	259	323	459
CG3337	223	216	180	233	372	221	294	316	210	318	293	306
lncRNA:CR44265	0	1	0	0	1	0	0	0	0	0	0	0
Nelf-A	295	324	310	195	516	338	164	245	205	218	213	327
e	14	9	5	3	18	4	0	0	0	0	0	0
CG5892	492	200	304	256	484	147	0	0	0	0	0	0
ETHR	46	65	46	36	74	56	0	1	0	1	0	2
Rab1	2338	2602	2403	2546	3930	2592	1524	1478	1473	1434	1972	2249
asRNA:CR45798	2	4	3	3	2	0	1	2	0	3	0	4
AP-2sigma	450	415	416	425	644	454	357	277	289	292	336	447
Idi	198	190	206	201	307	178	236	216	181	189	238	253
CG3308	746	674	697	644	1166	850	404	333	376	256	291	348
CG3301	128	152	161	259	331	422	15	3	26	5	13	8
SIFaR	7	10	8	10	9	19	1	0	0	0	0	0
CG17298	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:Hsromega	703	654	712	817	1324	837	155	185	195	238	370	475
mir-4951	0	0	0	0	0	0	0	0	0	0	0	0
CG16791	434	458	406	343	592	506	97	112	145	187	163	203
mod(mdg4)	824	952	870	785	1577	1018	757	677	498	530	577	796
pre-mod(mdg4)-H	0	0	0	0	0	0	0	0	0	0	0	0
pre-mod(mdg4)-G	0	0	0	0	0	0	0	0	0	0	0	0
pre-mod(mdg4)-B	0	0	2	0	0	1	0	0	0	0	0	0
pre-mod(mdg4)-P	0	0	0	0	0	0	0	0	0	0	0	0
pre-mod(mdg4)-I	0	0	0	0	0	0	0	0	0	0	0	0
pre-mod(mdg4)-J	0	0	0	0	0	0	0	0	0	0	0	0
pre-mod(mdg4)-K	0	0	0	0	0	0	0	0	0	0	0	0
pre-mod(mdg4)-L	0	0	0	0	0	0	0	0	0	0	0	0
pre-mod(mdg4)-T	0	0	0	0	0	0	0	0	0	0	0	0
pre-mod(mdg4)-Z	0	0	0	0	0	0	0	0	0	0	0	0
pre-mod(mdg4)-C	0	0	0	0	0	0	0	0	0	0	0	0
pre-mod(mdg4)-AB	0	0	0	0	0	0	0	0	0	0	0	0
pre-mod(mdg4)-E	0	1	4	3	4	1	4	3	3	0	0	0
pre-mod(mdg4)-Y	0	0	0	0	0	0	0	0	0	0	0	0
pre-mod(mdg4)-V	0	0	0	0	0	0	0	0	0	0	0	0
pre-mod(mdg4)-AE	0	0	0	0	0	0	0	0	0	0	0	0
pre-mod(mdg4)-AD	0	0	0	0	0	0	0	0	0	0	0	0
pre-mod(mdg4)-W	0	0	0	0	0	0	0	0	0	0	0	0
pre-mod(mdg4)-X	0	0	0	0	0	0	0	0	0	0	0	0
pre-mod(mdg4)-U	0	0	0	0	0	0	0	0	0	0	0	0
pre-mod(mdg4)-AA	0	0	0	0	0	0	0	0	0	0	0	0
pre-mod(mdg4)-O	0	0	0	0	0	0	0	0	0	0	0	0
pre-mod(mdg4)-N	0	0	0	0	0	0	0	0	0	0	0	0
tin	0	1	1	1	2	0	0	0	0	0	0	0
bap	12	6	16	12	23	12	0	0	0	0	0	0
Ugt49B2	121	85	78	80	163	75	0	0	0	0	0	0
lncRNA:CR46046	0	0	0	0	0	0	0	0	0	0	0	0
CG7907	1	0	1	0	5	0	0	0	0	0	0	0
CheB93a	0	0	0	0	0	0	0	0	0	0	0	0
CheB93b	0	0	0	0	0	0	0	0	0	0	0	0
lbl	15	23	25	15	29	18	0	0	0	0	0	0
lncRNA:CR44089	0	0	0	0	0	0	0	0	0	0	0	0
lbe	0	0	0	0	2	0	0	0	0	0	0	0
lncRNA:CR43453	0	0	0	0	0	0	0	0	0	0	0	0
Fancm	134	138	137	108	238	166	99	141	155	162	198	203
lncRNA:CR44032	0	0	0	0	0	0	0	0	0	0	0	0
C15	7	6	8	5	9	14	0	0	0	0	0	0
CG7956	199	205	198	166	358	221	59	56	78	66	126	96
lncRNA:CR43372	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44033	0	0	0	0	0	0	0	0	0	0	0	0
slou	14	9	9	16	17	13	0	0	0	0	0	0
CG15498	0	0	0	0	0	0	0	0	0	0	0	0
InR	278	284	181	158	447	272	111	102	155	340	146	271
lncRNA:CR43653	8	3	3	0	12	5	6	3	1	4	4	3
lncRNA:CR44034	0	0	0	0	0	0	0	0	0	0	0	0
E2f1	1234	1349	1233	872	2020	1396	673	713	681	516	522	557
mir-998	0	3	3	1	2	1	0	0	1	0	0	0
mir-11	0	0	0	0	0	0	0	0	0	0	0	0
asRNA:CR46055	11	3	1	0	10	5	7	4	1	0	2	2
lncRNA:CR46056	1	0	0	1	2	0	0	0	0	0	0	0
lncRNA:CR46057	0	0	0	0	0	0	0	0	0	0	0	0
Archease	246	238	237	299	474	321	267	276	306	314	500	390
CG15497	100	169	134	133	140	104	1	0	5	0	4	0
DNApol-alpha180	301	305	280	246	414	335	166	218	334	291	299	235
CG31176	178	175	175	118	276	239	0	2	2	0	6	2
lncRNA:CR44096	0	0	0	0	0	0	0	0	0	0	0	0
CR43096	0	0	0	0	0	0	0	0	0	0	0	0
Sfp93F	0	0	0	0	0	0	0	0	0	0	0	0
CG42869	0	0	0	0	0	0	0	0	0	0	0	0
CG42870	0	0	0	0	0	0	0	0	0	0	0	0
CR46423	0	0	0	0	0	0	0	0	0	0	0	0
CG34034	1	3	3	6	9	6	22	9	8	5	13	8
CG5849	244	243	215	289	513	346	575	531	676	1638	1192	1372
CG31343	4185	2743	3414	5952	9031	5603	2	8	3	0	1	6
CG31233	8728	6111	7347	7009	10884	6884	0	0	1	1	0	3
CG31198	9060	6562	7908	8103	11411	7267	2	0	2	0	0	0
CG42335	153	144	125	187	232	159	0	0	1	0	0	0
Burs	6	7	13	12	24	12	0	0	0	0	0	0
GABA-B-R2	86	141	122	144	185	171	30	15	22	41	31	34
CG6800	0	0	1	0	2	3	0	0	0	0	0	0
RpI12	109	82	79	101	155	125	141	159	120	107	131	128
tsl	263	298	242	327	498	326	813	642	783	1055	1059	920
CASK	441	448	483	314	843	535	100	116	152	130	142	144
lncRNA:CRG	0	0	0	0	0	0	0	0	0	0	0	0
mir-999	0	0	0	0	0	0	0	0	0	0	0	0
mir-4969	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45632	0	0	0	0	0	0	0	0	0	0	0	0
Gr93a	0	0	0	0	0	0	0	0	0	0	0	0
Gr93b	0	0	0	0	0	0	0	0	0	0	0	0
Gr93c	0	0	0	3	0	0	0	0	0	0	0	0
asRNA:CR44087	0	0	0	0	0	0	0	0	0	0	0	0
Gr93d	0	0	0	0	0	0	0	0	0	0	0	0
